csi,lambda,gamma,w,k,h,target
1.52026722550173e+18,0.662183823933236,0.436413742061265,6916.37080236896,3.11366126526027,3.330671,0
1.02283497529592e+18,0.680875142826055,0.362968264974296,5966.19797698552,2.28622907551979,1.830221,0.00498187832113217
5.80797125887868e+16,0.734251500473154,0.736804248219329,9947.99433505198,2.06391117349107,1.939169,0
7.69532597118478e+16,0.744116227535492,0.949875867478193,12840.6357968184,2.82234312754204,2.147396,0.00391846849738298
9.94805641160401e+17,0.752527193619482,0.849290337821444,10985.8063276112,2.50355377511627,3.601694,0.00116300874182962
5.00811576521531e+16,0.75460025728611,0.937518808052905,11141.7242565715,2.90485546943492,4.817999,0.01462222290105
9.05341889824491e+16,0.760116255276177,0.789895799679881,11717.6525304318,2.87833875105501,2.396144,0.00301580334369511
1.55877266918793e+18,0.735090646426323,0.38161372527966,7028.17768448708,3.25624240044925,2.07515,0.0111284179815324
1.64321861049409e+18,0.735611870075382,0.92180503359269,15113.1395530007,8.12177988045468,10.56992,0.00500359995773392
1.30705047565877e+16,0.775400466667746,0.995594309490144,12371.2392268915,1.9282281035359,1.88201,0
4.11026248443978e+17,0.809927469765942,0.457333581747838,7329.30833131407,1.85032947613873,2.904986,0.668394501197952
2.00105270793217e+16,0.884695576002831,0.790663208328577,9903.85610415124,1.73335627640061,2.15453,0.00223214196641319
7.03788105664735e+16,0.891222458673247,0.739412665036272,10330.0375692448,1.74782916327832,2.744627,0.132666110836758
1.51819668563168e+17,0.842729083153878,0.334550767057156,5347.09813143539,2.41591940648902,2.617481,0.00426171025808741
1.26809466393205e+17,0.846235108728163,0.582093406167109,10233.712404411,2.49590544462278,3.930473,0.103283115713127
5.27777882754954e+17,0.644535646868458,0.532603069313767,8236.92411988503,2.57386964681415,2.613248,0
1.13943663207409e+17,0.725486765916967,0.800292969445339,11202.9247859994,2.37984635551586,2.497394,0
6.38085073082986e+19,0.724419059238524,0.833557451076978,13806.4695787264,22.2541705159069,11.07089,0.0260999086578764
7.80774534021499e+20,0.647080041580105,0.382175751564606,10838.8176478596,1.33829210512997,1.895219,0
4.8189031912796e+20,0.619013225105671,0.610337144938212,17705.1514195215,3.68533011075759,3.948263,0
1.46091862583261e+20,0.664854003647582,0.446939631929847,11466.4069050066,1.31489801304522,1.03381,0
6.24078307047156e+18,0.741514758829932,0.826292636078589,10311.9072997275,21.0679932840601,11.12447,0.0411081507399224
1.16456538277977e+17,0.759421945937462,0.732738308097282,11576.5990092727,1.74153387929468,1.537363,0
1.866600929113e+18,0.726551322159021,0.583520122395096,10871.4785353909,2.32427062841054,3.433529,0.0135385339736436
3.88470682247475e+16,0.759016222516288,1,14219.5336557835,2.13917556229883,1.999115,0
8.5603406190972e+16,0.7919782341707,0.908365350629644,11777.1775908664,1.62439307534338,1.471141,0.00132480199838902
2.62641935784324e+17,0.834783988520513,0.379132934116124,5851.24605406127,1.72767789659269,1.434088,0.220706615892506
3.59687839595973e+15,0.87358099577877,0.953582794068778,12306.0573249582,1.77271594638601,2.166791,0.0050444346293792
2.56597547092582e+16,0.882101327570468,0.569933373580524,8545.67434416939,1.9762149531112,1.489481,0.0547385520046003
1.20987465281185e+17,0.835764840340027,0.638405867037898,10988.2577489774,4.98147121337852,4.594889,0
6.21995865538585e+17,0.67543521002638,0.480904351722354,7832.7536640526,2.3226413938014,2.590028,0
1.01528268065638e+17,0.730237295684921,1,14671.1352038389,2.33904378729355,3.177557,0.00649991074047362
4.45566112833004e+20,0.675132878639723,0.467194745658664,11530.1740384075,2.06289710927237,2.630024,0
5.68912048741056e+20,0.598826586276633,0.792794622997766,23554.682379895,2.73294694923226,3.907061,0.00265622172661151
9.93811226333618e+20,0.594864138752529,0.46043016570801,13212.9019844848,4.27246373523086,4.622504,0
2.00839494993686e+20,0.634090400705385,0.843387455751901,23948.6572480728,2.27156398712336,1.880261,0
3.07422965012039e+19,0.695163776180677,0.523722966152313,7564.55292662144,2.43273370852928,2.572736,0
1.9817447640216e+17,0.755938942700495,0.976250085265509,15946.483624821,2.23925849772925,2.407763,0
3.37478981535968e+18,0.729795353054406,0.472677016138444,9672.091347197,1.79285673343832,2.6495,0.0362173232087739
1.5019020786166e+17,0.750713857842818,1,15336.2885350045,2.43752144665849,4.179611,0.0018723189526233
1.83984619114e+16,0.769829700173065,1,12573.8665749704,3.0040374390781,2.812481,0
1.71300542530259e+17,0.797944701264865,0.679583720265533,9862.04385283994,3.03924568212336,3.393881,0
7.14871078583264e+16,0.851230124262048,0.57571459798379,7859.81259208503,7.39275649842225,4.646354,0.12811924831873
2.98004043383053e+15,0.865763034401189,0.968137468165069,11975.1155639576,2.97206181810171,4.392404,0.0062128123627766
4.30933057210172e+16,0.891567651885326,0.619557246037264,9505.58964532084,3.96836523277371,4.915295,0.0021065853996115
1.20978499445607e+18,0.697950244496343,0.489662442810881,8604.82533373082,2.6041568594112,2.026232,0.00445262518800282
1.01652482670422e+17,0.739950242010277,1,14707.6479690508,2.27738486757193,1.962095,0
2.60003874060458e+20,0.682240407648009,0.573233125325689,13246.0591236076,2.99426245093799,2.583797,0
3.15124847298051e+20,0.591826727112642,0.76134630260104,21378.5231596999,2.86186637770681,2.469914,0
6.00222667080178e+20,0.588341624670668,0.719703136157574,20434.6668580398,2.38986103225797,2.589104,0
1.46747054082417e+20,0.634678131314186,0.673778095734739,18660.1668868489,6.52154115396329,4.749788,0.00377306991221915
1.42564730156022e+19,0.712067821059769,0.613711822468569,8689.52681716487,5.92318583176014,10.59741,0
2.06553007335153e+17,0.757109083543044,0.941924498562761,15683.0476049298,1.74277969534495,1.576296,0
3.32156455646958e+18,0.726285156214451,0.480784040301293,10002.9718808345,1.8914715460857,1.970422,0
3.61461225084064e+17,0.760553694483838,0.629538975100771,10575.4324347859,1.88796915671958,1.988326,0
5.61637946947338e+16,0.75059659452613,1,14691.8677647021,2.08821487920513,3.155483,0.0607044484550009
1.44516566594982e+16,0.786397799705251,0.987481692389704,11301.3560143927,2.56008489090457,4.290086,0.00561859370519224
2.53903976510878e+17,0.809635829177161,0.469476767734453,7680.45155816442,1.8317113712443,3.004607,0.673359745394273
6.93231637732062e+15,0.865857492789509,0.860298008722691,11200.8614293349,2.73278439338365,2.533259,0
4.59739380650652e+16,0.880629530089092,0.995594309490144,15120.4345156874,1.90229191359209,1.405671,0.27850437411139
5.82105930102175e+17,0.680132512973479,0.475075934371498,7427.19156987245,2.76996833706369,2.07998,0.0114368429169686
2.35294192567909e+17,0.747436900788842,0.900252733529203,15149.5054939626,1.90886808228363,2.398883,0.00356421068859492
9.52383229569616e+17,0.748380109395943,0.908365350629644,12901.6619359601,6.3955960301313,8.40928,0
9.98753875911582e+19,0.681765812495683,0.466681063766652,7676.45793035851,2.75292416915282,2.373344,0
8.99412007375264e+19,0.663105715469094,0.432722319274897,9294.49467602533,1.29273903222856,1.701013,0
9.53723999160408e+18,0.704012415199279,0.526741413636746,7618.55951259707,3.99151710658971,2.6048,0
2.30835428499985e+17,0.758011795122324,0.948255728206172,15581.4165018086,2.81839587797552,2.017301,0.00694676067439604
9.30131834393284e+17,0.759538591564235,0.66524009841063,11479.7047443173,4.11496275712602,4.394162,0
4.82626648657897e+18,0.712036385373619,0.729838829571492,16300.2476172904,1.97309000808367,1.579868,0.0175884115067976
8.90756308955844e+17,0.747170940487918,0.499691082355958,9524.05050517405,2.64586943207646,2.337086,0
2.37964528110868e+17,0.770127523981794,0.945674253916681,16272.838967567,2.39969769334274,2.232827,0
9.48132892639265e+16,0.763156518989963,1,13971.8111764497,2.74635856458904,4.337687,0.00239319189245668
8.01353967727581e+16,0.790200717817551,0.875100868998005,10445.9733929614,1.75671620885489,1.454115,0.00229897166936288
3.10857592933748e+17,0.843686195476106,0.474849795960335,7207.87355505128,2.13844239905824,1.898564,0.0140785655040879
870874348599551,0.878497817589631,0.979957011856094,10933.9098766997,1.86126968170754,1.96819,0
5.06124394813625e+18,0.658566427256948,0.79490020319611,15606.0879880645,3.00031840769935,1.998171,0.0213731619274261
1.12807465947238e+18,0.71730630692722,0.421404365948503,6838.28635163636,2.70337566196105,3.750362,0.0420682737349496
1.66631924701678e+17,0.754050695883447,0.834402349603563,13434.851350302,1.71048004069121,2.637653,0.0121563980995105
2.58173293075589e+17,0.75419977975768,1,16410.029364302,2.34250948500819,2.006963,0.00139075868041805
2.8693472843479e+17,0.755856913373089,1,16268.7048095406,1.93959550246082,2.134331,0
2.50054655253387e+17,0.758713252295089,0.969220091702828,16372.733859047,1.90359247145729,1.741618,0
7.63653750231192e+17,0.760544736461457,0.66088789828517,11405.1991096419,1.71277968929861,2.785523,0.0138870122465544
2.06292487573802e+18,0.718616514927108,0.433649471270455,8628.55531582549,2.04956308406648,1.863806,0
3.93203499451808e+18,0.725194581533421,0.657235642538601,14602.7473217364,1.94517251021922,1.971854,0
2.2595228065623e+17,0.776462675002749,0.361731993868293,6036.16640165894,1.81476325225642,1.636725,0
1.62466647706693e+17,0.77849191639684,0.973565856940866,16150.3918036221,2.50159974647214,1.891802,0.00275697274657449
1.15769128233216e+17,0.757863412634831,1,15976.8187615244,1.93530444399232,3.022982,0.0239445342837488
9.22175272734334e+15,0.774985815970043,1,10638.733018632,4.49377320849988,4.380413,0
4.38993093528677e+17,0.796800228789607,0.664953838407218,9590.77742465408,5.91605063546019,4.570742,0.122295821305273
1.55755400327066e+17,0.887966282079403,0.551928815133627,8174.81593255009,11.9831847562488,5.72765,0.462489953984721
9.51971483295238e+18,0.665092281102516,0.388066003406344,8751.65309732085,2.56579419855743,2.20868,0
7.3579026033208e+18,0.681928095233285,0.79308048732344,16798.0157949517,2.03878366999048,2.837378,0.0246727992715964
7.7765950566593e+18,0.689247207494715,0.481240553927981,10388.3632040553,2.60889158783823,2.771015,0
4.49169309162253e+17,0.73554091197743,0.486392665769969,7716.95507794319,1.6607355174972,1.642149,0
6.18267157519715e+18,0.729408756252803,0.461108360221528,8567.42817041469,3.57551937307146,5.88473,0.0694323525482873
1.3837398013742e+18,0.727537730262798,0.488876172709611,9073.84746036142,1.72466755382729,2.098364,0.00455561011048777
7.87718681522985e+18,0.697588682146523,0.596777888375782,13485.2318553838,2.43303669077664,1.825684,0.00525939587851398
5.10954655458023e+18,0.723288936571519,0.356059726183841,8034.6609659492,2.28963847524817,1.654297,0
8.10222133109852e+17,0.745147526908357,0.327215792449343,5146.14206442691,3.59142315213699,2.923916,0.0182343954718441
4.27597872478012e+16,0.767283790066232,0.948255728206172,13933.3970089652,2.40635956607052,1.90515,0.0181418905419722
2.32705467015688e+17,0.739275259684801,1,16178.6811517795,2.52036136305369,2.090576,0
1.68493632969912e+17,0.736896837681606,1,15728.8166415811,2.57921147253433,1.800078,0.0943138996907006
4.24246012665708e+16,0.745763798423823,1,13695.7359964359,2.16114349651941,2.434718,0
3.59839668185545e+15,0.776089441262812,0.979957011856094,10131.4622399512,4.15018171562062,4.728959,0
2.54057715511795e+17,0.787013406385277,0.507758915140909,7942.65062821668,2.20347676238438,2.518472,0.00144785101826639
2.70306326436549e+18,0.629552889382157,0.286219347290205,4556.38387342692,1.54861769239537,1.70702,0
1.01507379119128e+19,0.651934383700111,0.274071423453065,6031.13426569042,1.53206080299127,1.023255,0
1.50346576638493e+19,0.703067638714183,0.55428140690293,13501.716151329,2.31766323559743,1.93894,0.00182721458862323
9.6300588479541e+18,0.717363565876245,0.678024584491498,15110.7960726135,1.94901522191383,1.539213,0.00936516778084473
1.18510798185671e+19,0.715189683595408,0.636346037592177,15022.8330772152,2.21767480302462,1.745669,0.00619334824285511
8.69622354382335e+18,0.713029729317548,0.507761414274922,11980.1091944802,2.19618466587357,3.358115,0.0305707082999152
6.83576927065699e+18,0.702902642364845,0.233553732285372,5231.79443354817,1.76103275142634,2.190581,0
1.90026491276437e+18,0.717452444430863,0.218012122774972,3717.98406593678,3.50038178086429,3.464792,0
8.59381039945882e+16,0.734779696169572,0.468809969727759,7152.69842275359,2.19586693402137,1.953783,0
3.55679433678815e+16,0.730506755202387,0.485267213468875,6742.29179160937,2.29258588616948,3.26861,0.00486053375824858
3.83606112690102e+16,0.727358131164005,0.490110053528403,6723.31143432841,1.8800701946437,2.353673,0.0021086425204826
5.84114037326615e+16,0.73892357554001,0.614384628642776,8530.31642211786,6.45539772301489,8.67079,0.00132598393203909
3.55413371816359e+16,0.743281691791978,0.908365350629644,12789.858397885,2.08825654667562,1.78264,0
1.32064976816682e+16,0.748093481734066,1,12320.4858819809,2.13142040296721,3.374714,0.062266186688099
1.28646722192657e+17,0.750421491896459,0.897069396275466,13060.6735099706,2.22377049904568,1.852857,0
2.64481391813489e+17,0.693679606332017,0.625493600118421,8966.48227892886,4.09383899711424,3.083276,0.0175123196295013
4.36853911959283e+17,0.738273507942839,0.655381062470924,9588.53259972942,10.9580591267991,5.17508,0.734143581247334
1.76357608363666e+18,0.715282453800799,0.443574460546282,7869.47388602247,1.76511852638452,2.347259,0
5.43167911651546e+18,0.699663372449776,0.357610333957232,6247.33795178663,1.22791680057422,1.990307,0
4.33491069049199e+18,0.699016392677993,0.367526354489708,6579.589835316,1.32271181794063,1.42347,0
1.67976167920678e+18,0.716706930216374,0.249987742375076,4434.75813807318,2.61534750057729,2.144048,0.0517613780830946
4.32246259922441e+17,0.715226248823936,0.308933829558944,4977.71252080176,1.88724038887554,1.80808,0
9.24467649028359e+17,0.704443605919642,0.54350145202218,9754.11898023642,2.13806840172084,1.514221,0.0307945655968321
2.41579512052509e+18,0.723019310643151,0.548556484168553,10850.3459915957,2.08561561095893,1.71812,0.031017640152203
2.62989717013186e+18,0.748177838237782,0.550887395766282,11664.7084553233,1.97288820587519,1.567029,0.0208752598707905
2.02562390507991e+18,0.747806367010953,0.494354025589376,10125.8370526055,2.33097796244457,2.524349,0
3.82577183261588e+18,0.729834759687556,0.415513460526935,8724.0919893546,1.83291244425857,1.603953,0
6.07776188876862e+17,0.742001728586471,0.378928957114148,6190.10007053798,2.69901547052912,2.792954,0
6.57523871533193e+16,0.756071666862204,0.915550280775444,13679.5798578498,3.41187844476936,2.383286,0.00198942915856004
2.00253087645598e+17,0.77702046413988,1,16808.4921001993,2.13049940552288,1.966503,0
3.60209172909984e+17,0.75205287232521,0.361289918996056,5583.57755724089,1.53087050698321,1.492371,0
2.86074437338038e+16,0.732324629153762,0.957988484578634,12957.9080587611,1.87718986460811,3.313925,0.314711295712128
1.0112131598462e+17,0.790557112203566,1,15839.6678431708,2.62405015728257,3.951083,0.00264114734911669
4.19540170818512e+16,0.778177406973772,0.995594309490144,14780.8383740572,2.40897295803738,1.991017,0.00228138503521835
9.20192469134805e+16,0.745864381514643,0.658974379220893,10235.5449157686,3.66447730473324,3.944516,0
1.60529521562707e+18,0.699396498708281,0.488751224278637,9045.14563932412,2.1248412355429,1.775552,0
5.30621838260182e+18,0.701825497668429,0.902891149108999,19554.6468274057,2.0875583426178,2.64473,0.00386308433338622
1.17570237737139e+18,0.748128786133085,0.36443879057399,7221.09625724986,2.39033940795308,1.916954,0.0369437177822484
1.20635937764901e+18,0.804572842320183,0.59315798716455,12190.9429338283,2.66189733080058,3.315755,0.00347456240051569
1.94566215638281e+17,0.801634809015513,0.514613001365443,9320.85607028179,1.86309972024441,1.485522,0.019349105361174
7.00623974291332e+17,0.773616657925917,0.625920884631194,12249.109232061,1.95722190008986,2.480243,0.00221428831555892
1.48354948821078e+18,0.784304329105928,0.64451063574505,13615.7289565576,1.75136900332611,2.483651,0.0116916647555143
3.22117901526966e+18,0.756873389266646,0.271579729758686,5847.95617864029,2.02117955950947,2.189189,0
3.65046540256106e+17,0.766581818781707,0.581058562773666,10381.9926925393,2.35861297784954,2.59859,0
1.59810800204968e+16,0.78931648767119,1,13158.9877798372,2.96338185138915,3.221339,0
3.80087079919299e+17,0.829464143728398,0.321756854956098,6147.71757961941,2.26369775817768,2.875112,0.33877977460435
1.75248456546857e+17,0.71653248617843,0.875940456973424,12376.364678809,4.23278985858047,5.55109,0
2.90945004447447e+17,0.778267535931531,1,17545.1464054713,2.5305942371862,3.006077,0.00134962123384175
8.6889961820861e+16,0.746966207386855,0.633329187345147,9688.52475304185,3.70880696244963,3.227357,0
9.60786150415711e+17,0.700572628311585,0.595547205381249,10233.1347594689,2.1863011463577,3.555308,0.0371088675181633
1.39783748479329e+19,0.706979628538658,0.987481692389704,23615.5219114335,2.42391692581241,1.911957,0.0056311676550308
1.10270281175808e+19,0.687698383964526,0.852743331485373,19737.1727812066,2.10363179886034,3.46952,0.010371789398317
1.35198875156503e+18,0.789925550027608,0.321603118395493,6229.45231634858,2.09868113266067,1.987806,0
2.8724890799741e+18,0.807364776354798,0.271319237280681,5954.4454612803,3.16816774118512,3.734291,0.00336511854414667
1.36284356628407e+18,0.851283121813291,0.808027163610503,17506.0948463929,1.95581718189468,1.766791,0
7.79940244392028e+18,0.830551230779614,0.356474874067877,8565.64220762386,3.24876239769179,3.604184,0
4.17677246473189e+18,0.812724660677815,0.235367799671356,5305.34309834023,1.90899082872024,2.208164,0.00273904665367919
5.53495795759704e+18,0.80613691431926,0.221201453077867,4974.78990495064,1.87353309219974,1.36791,0
9.65986101021555e+17,0.789351248050691,0.521604384854349,7591.89077951156,9.04445315395558,7.63445,0
1.09767200776347e+16,0.78731640641128,1,12524.5838771052,3.60420838463447,4.886732,0
5.22542240070017e+17,0.861740970500755,0.492641825649622,9989.48226189843,1.36439717304,1.290701,0.0679164812057063
1.38609865856268e+17,0.738601276820143,0.962394175088489,12906.4747735702,2.78568687806875,3.221066,0.00403197460060845
1.35990676177009e+16,0.723624889309893,0.867445570191544,9744.65056447791,2.78344475139819,3.309197,0
5.8364516553692e+17,0.693117649198563,0.450644759760015,7517.34780640754,1.52818524344768,1.68569,0
8.2013515852583e+18,0.708035786837732,0.979957011856094,22202.9788611474,2.15883279213927,1.887953,0
1.05656291686517e+19,0.700217511136707,1,23350.2460315406,2.80846511324239,3.186161,0
2.83798074645015e+19,0.671247537907055,0.579839624530952,13012.2401133955,4.59978584853294,3.506546,0.0583999974333329
4.71303781504621e+19,0.79992543693577,0.423884020674724,12426.2323703893,3.1709520349023,3.502775,0
5.93745497560322e+18,0.828708237168026,0.326235697236196,7524.66009639492,2.31122711555684,3.250724,0.210596300660867
3.52059159925122e+19,0.766091536733889,0.468731026052258,12113.2581428495,1.62362799318491,1.499385,0.00266044649102215
1.93691083947192e+19,0.786380292262566,0.331060417128794,8856.05630128281,1.74766830069306,2.314943,0.407123623056358
1.37452270872892e+19,0.818391348575578,0.285031944390059,7816.43493971757,3.42143295640129,3.521237,0
6.12856701298017e+19,0.787767176065454,0.419686274433055,11501.8276639835,4.79397036777117,5.98391,0.00226924824563934
1.99275938185633e+19,0.755658863717813,0.648193687300866,12087.485748332,6.67476040471824,5.16422,0.0161008354536285
6.27137532790696e+15,0.766622941225257,1,10653.9359046746,1.67408210719283,2.209373,0.013260507978982
2.5350299978607e+17,0.883841904972805,0.586046358906117,11441.7080881911,1.64564593891297,1.90112,0.0209117146394832
4.9082489243764e+16,0.743777865461802,0.903616083904764,11723.823185297,2.20192776697093,3.331934,0.0360610802201818
1.62780875389427e+17,0.70931268837545,0.448720463785991,5672.68527887489,2.08444125852524,3.424556,0.268918681108022
4.19526960310107e+18,0.686405333185927,0.834402349603563,17434.458854716,2.90956870190374,2.274431,0.00467464637979642
4.10913987408425e+18,0.724521299879586,0.956207097121604,20939.5818562742,1.72369630763959,1.662492,0
7.15810614049564e+18,0.689401383299367,0.723735785920701,15874.9447982454,3.16822594169537,4.841183,0.0295995067137604
